,movie,sentence
1198,star wars,distant footsteps corridor outside apartment suddenly anakin eyes pop open his eyes dart around room reaches lightsaber smiles
1199,star wars,puts back belt door apartment slides open obi wan enters obi wan captain typho enough men downstairs no
1200,star wars,assassin try way any activity anakin quiet tomb like waiting something happen obi wan checks palm sized view
1201,star wars,scanner pulled utility belt shows shot artoo door sign padme bed obi wan what going anakin shrugs anakin
1202,star wars,covered camera think liked watching obi wan what thinking anakin programmed artoo warn us intruder obi wan intruder
1203,star wars,worried there many ways kill senator anakin know also want catch assassin don master obi wan using bait
1204,star wars,anakin idea no harm come sense everything going room trust obi wan risky senses attuned young apprentice anakin
1205,star wars,and obi wan possibly senate building amidala apartment bedroom night as padme sleeps probe droid approaches outside window
1206,star wars,sends several small arms attach window creating sparks shut security system then large arm cuts small hole glass
1207,star wars,faint sound heard small section glass removed window artoo wakes lights go probe droid freezes artoo looks around
1208,star wars,makes plaintive little sound shuts probe droid attaches little tube window two deadly looking centipede like kouhuns exit
1209,star wars,tube crawl blinds head toward sleeping padme senate building amidala apartment main room night anakin obi wan continue
1210,star wars,conversation main room apartment obi wan look tired anakin sleep well anymore obi wan because mother anakin know
1211,star wars,keep dreaming about seen since little obi wan dreams pass time anakin rather dream padm just being around
1212,star wars,intoxicating obi wan mind thoughts anakin betray made commitment jedi order commitment easily broken forget politician trusted anakin
1213,star wars,like others senate master obi wan experience senators focused pleasing fund campaigns willing forget niceties democracy get funds
1214,star wars,anakin not another lecture master not economics politics early morning besides generalising chancellor appear corrupt obi wan palpatine
1215,star wars,politician observed clever following passions prejudices senators anakin think good man my instincts positive anakin looks stunned looks
1216,star wars,sharply obi wan obi wan sense senate building amidala apartment bedroom night artoo sounds alarm shines light bed
1217,star wars,kouhuns inches padme face their mouths open wicked stinger tongues flick obi wan anakin burst room kouhuns stand
1218,star wars,hind legs hiss padme wakes anakin throws front whacking half deadly creatures lightsaber obi wan sees droid outside
1219,star wars,window raqces straight crashing blinds goes window window ledge apartment building night obi wan flies glass window flings
1220,star wars,probe droid grabbing onto deadly machine flee probe droid sinks weight obi wan manages stay afloat fly away
1221,star wars,jedi hanging dear life hundred stories city senate building amidala apartment night anakin padme stare sight obi wan
1222,star wars,carried droid anakin turns pulls nightdress around shoulders anakin stay captain typho two guards dorme enter room anakin
1223,star wars,dashes cityscape coruscant night probe droid sends several protective electrical shocks across surface causing obi wan almost lose
1224,star wars,grip as dart speeder traffic obi wan disconnects wire back droid its power shuts obi wan droid drop
1225,star wars,like rocks obi wan realises error ways quickly puts wire back droid systems light takes senate apartments entrance
1226,star wars,night anakin charges building runs line parked speeders vaults open one takes gunning fast toward lines speeder traffic
1227,star wars,high cityscape coruscant night droid bumps wall hoping knock jedi loose moves behind speeder afterburner scorch takesthe jedi
1228,star wars,wildly buildings finally skims across rooftop obi wan forced lift legs tenaciously hanging onto droid droid heads dirty
1229,star wars,beat speeder hidden alcove building twenty stories when pilot speeder scruffy bounty hunter called zam wesell sees droid
1230,star wars,approach obi wan hanging pulls long rifle speeder starts fire jedi explosions burst around obi wan obi wan
1231,star wars,bad feeling finally droid suffers direct hit blows obi wan falls fifty stories speeder drops next manages grab
1232,star wars,onto back end speeder haul toward cockpit jedi struggles climb passenger seat open speeder sit next driver anakin
